"TF","mean_activity_cirrhotic","mean_activity_healthy","activity_diff","pvalue","padj","regulates","regulates_fibrogenic_gene"
"NFKB2_RELA",-0.0394897565527567,-2.44039683368937,2.40090707713661,0.222222222222222,0.608515057113188,NA,FALSE
"NFKB2_RELB",-0.0394897565527567,-2.44039683368937,2.40090707713661,0.222222222222222,0.608515057113188,NA,FALSE
"NFYA",-0.923422486862256,0.204969808777293,-1.12839229563955,0.222222222222222,0.608515057113188,NA,FALSE
"NPAS2",-0.57312312413715,0.663811863434459,-1.23693498757161,0.222222222222222,0.608515057113188,NA,FALSE
"PATZ1",-0.542546451984022,0.412027766981631,-0.954574218965653,0.222222222222222,0.608515057113188,NA,FALSE
"PML",0.46051562154359,-0.605457085584461,1.06597270712805,0.222222222222222,0.608515057113188,NA,FALSE
"PROP1",-0.595211453598032,0.266473439568409,-0.861684893166441,0.222222222222222,0.608515057113188,NA,FALSE
"RARG",0.324225675069689,-1.29326825027654,1.61749392534623,0.222222222222222,0.608515057113188,NA,FALSE
"REL",-0.0124060046981826,-2.42611321707482,2.41370721237664,0.222222222222222,0.608515057113188,NA,FALSE
"RELA",0.124109074724926,-2.88188952597325,3.00599860069817,0.222222222222222,0.608515057113188,NA,FALSE
"RELA_RELB",-0.0394897565527567,-2.44039683368937,2.40090707713661,0.222222222222222,0.608515057113188,NA,FALSE
"RELB",0.0417067453364023,-2.54871076578138,2.59041751111778,0.222222222222222,0.608515057113188,NA,FALSE
"REL_RELA",-0.0394897565527567,-2.44039683368937,2.40090707713661,0.222222222222222,0.608515057113188,NA,FALSE
"REL_RELB",-0.0394897565527567,-2.44039683368937,2.40090707713661,0.222222222222222,0.608515057113188,NA,FALSE
"RUNX2",0.864228037930143,-1.3435877242816,2.20781576221174,0.222222222222222,0.608515057113188,NA,FALSE
"SMAD3",0.490901317238866,-1.16090806770732,1.65180938494619,0.222222222222222,0.608515057113188,"THBS2(1)",TRUE
"SOX17",0.439285681149541,-0.635206596198429,1.07449227734797,0.222222222222222,0.608515057113188,NA,FALSE
"SOX2",-0.137102212773876,0.711431438312344,-0.84853365108622,0.222222222222222,0.608515057113188,NA,FALSE
"TBXT",0.381967696247131,-1.00950840840627,1.3914761046534,0.222222222222222,0.608515057113188,"THY1(1)",TRUE
"TCF7L2",0.201248005245595,-0.448957435512483,0.650205440758078,0.222222222222222,0.608515057113188,NA,FALSE
"TRPS1",0.46473236806262,-0.590643172470555,1.05537554053318,0.222222222222222,0.608515057113188,NA,FALSE
"TWIST1",0.207353468146629,-0.57705393157181,0.784407399718439,0.222222222222222,0.608515057113188,NA,FALSE
"USF1",0.234902017332478,-1.72432129013805,1.95922330747053,0.222222222222222,0.608515057113188,NA,FALSE
"ZNF395",0.55393081850021,-0.063914370677199,0.617845189177409,0.222222222222222,0.608515057113188,NA,FALSE
"ASCL2",-0.583698976670961,0.224735663370505,-0.808434640041465,0.30952380952381,0.689661415897157,NA,FALSE
"ATF2",-0.941372077679151,-0.111346206733923,-0.830025870945228,0.30952380952381,0.689661415897157,NA,FALSE
"ATF3",-0.708991055019066,0.123286151550763,-0.832277206569829,0.30952380952381,0.689661415897157,NA,FALSE
"ATF5",-0.724568303142455,0.368843344734465,-1.09341164787692,0.30952380952381,0.689661415897157,NA,FALSE
"BARX2",-0.633445073957454,0.717061358551529,-1.35050643250898,0.30952380952381,0.689661415897157,NA,FALSE
"CDX2",0.056470764317303,-0.664169116789692,0.720639881106995,0.30952380952381,0.689661415897157,NA,FALSE
